generation,id,novelty,score,species,parent1,parent2
77,37858,1.5266915963224708,0.19134245330638422,2,35273,37391
77,37859,2.1217521439699785,0.14780214999005514,2,37390,37381
77,37860,0.7856124064805599,0.1653675882700987,2,37390,37381
77,37861,13.937557847409346,0.09396942017134609,2,37390,37147
77,37862,14.357248426990346,0.37902943878847906,7,37390,37391
77,37863,1.9633756536667382,0.17050872394862854,7,35273,37390
77,37864,11.411152301669366,0.13023209538575994,2,32280,37391
77,37865,-1,-0.04947057730757301,2,37390,37390
77,37866,31.90450331712592,0.33953505709781856,2,35273,37390
77,37867,9.86146051179278,0.027607629331581975,2,37381,37391
77,37868,-1,-0.07095876505151011,2,37381,37390
77,37869,34.098228334885405,0.07163778227719186,2,37147,37390
77,37870,-1,-0.034143372336992925,2,37390,37391
77,37871,28.252780216173115,0.3340595957591342,2,37147,32280
77,37872,8.646571473033147,0.4462051583011013,2,37390,32280
77,37873,-1,-0.052594623615767076,6,37391,37392
77,37874,-1,-0.07354914826448962,2,35273,37381
77,37875,16.361415477421136,0.3413615074753458,2,37147,32280
77,37876,6.492835188780629,0.092644624731053,2,37147,35273
77,37877,2.337554281969329,0.14585609494059187,2,37381,37392
77,37878,-1,-0.027091358712086754,2,37147,37391
77,37879,20.96234368439339,0.05255614562605572,2,37147,37391
77,37880,2.1677689215375655,0.011306528159260826,2,37390,37392
77,37881,7.1828491990293575,0.09172460076816129,2,35273,37381
77,37882,-1,-0.05211368096460259,2,37391,37390
77,37883,14.441064644320088,0.1689077187739591,2,37147,35273
77,37884,21.46886548055878,0.2563800888894804,2,35273,37392
77,23382,48.87862196434754,0.20771235799759452,3,22896,22896
77,30623,47.131256573578504,0.20101984824362149,3,30165,23382
77,37885,-1,-0.1238461614104186,3,30623,23382
77,37886,-1,-0.06754726806118166,3,23382,37478
77,37887,-1,-0.14149399957609038,3,23382,37504
77,37888,16.088071778844704,0.32654014216456284,3,37447,30623
77,37889,-1,-0.26165067452844126,3,37504,37504
77,37890,27.242596784174392,0.28416996967584335,3,37504,37447
77,37891,25.365404356588055,0.2938295917613019,3,30623,37468
77,37892,19.492013992866234,0.4487400871093846,3,37504,37467
77,37893,-1,-0.06829010293406497,3,37468,37467
77,37894,5.7782125856165045,0.3329562517347153,3,37468,23382
77,37895,-1,-0.05477104816556753,3,37468,37467
77,37896,0.7478010057717106,0.13675571811954979,3,37468,23382
77,37897,30.514568861041617,0.21909671408685574,3,30623,37504
77,37898,-1,-0.011303685369092806,3,37467,37478
77,37899,13.08886838392419,0.18025340671392115,3,37468,37478
77,37900,25.376898396322467,0.28486762279605815,3,37478,23382
77,37901,5.052193218172268,0.3187296420088963,3,23382,37468
77,37902,2.7700979374284302,0.1302773746687279,3,37447,30623
77,37903,-1,-0.0682254735462991,3,37504,37478
77,37904,37.03600318971312,0.3002360091532773,3,37468,37478
77,37905,-1,-0.030753924121272296,3,30623,37468
77,37906,-1,-0.03568885772237994,3,37468,37504
77,37907,45.07373122468638,0.47154944530642323,3,37467,23382
77,37908,26.939984174943415,0.2510964799912976,3,37467,30623
77,37909,32.250453636519005,0.18896248193017026,3,23382,37478
77,37910,-1,-0.05373477215202711,3,37478,37468
77,37911,-1,-0.06824752057155524,3,30623,23382
77,37912,32.90345633575997,0.13765559629958332,3,37468,30623
77,37913,38.0352906166859,0.38377941441532326,3,37468,37447
77,37914,25.26359429833447,0.28799327523094553,3,37504,37467
77,37915,0.9774411910232025,0.16003567140197164,3,30623,37504
77,37916,0.8549164068654297,0.15984829973421924,3,37478,37447
77,37917,15.656356736592617,0.016605682041313928,3,23382,30623
77,37918,16.059384390784743,0.19455614228393625,3,23382,23382
77,37919,28.971961340323805,0.05560735657213919,3,37467,37478
77,37920,-1,-0.4119393736897832,3,37468,37468
77,37921,32.40763730617303,0.12022858402255647,3,30623,30623
77,37922,10.87053715212826,0.7391630594122754,3,23382,37467
77,37923,2.120137976519011,0.147910978529418,3,37467,37467
77,37924,-1,-0.020001101135219343,3,30623,37504
77,37925,11.75787388342277,0.13073559523699943,3,37467,23382
77,37926,48.580035135549494,0.18473225578212377,3,37478,30623
77,37927,0.8549026072968327,0.15985437582064999,3,37478,23382
77,37928,-1,-0.3919544131483196,3,37467,37447
77,37929,39.53258540780966,0.28280968199054407,3,37504,37447
77,37930,7.333337825055626,0.09172790652331189,3,37478,37468
77,37931,-1,-0.003959724818487672,3,37504,23382
77,37932,34.81873563257463,0.21306689490953426,3,37468,37504
77,37933,25.825479922503053,0.30127966849738713,3,37447,37447
77,37934,-1,-0.06821587129254852,3,30623,37504
77,37935,-1,-0.06818471719517855,3,23382,37468
77,37936,18.379264724841917,0.30303624453040917,3,23382,37504
77,37937,-1,-0.06830221852633268,3,30623,37504
77,37938,-1,-0.08149212021762864,3,37447,37468
77,37939,47.916742570462716,0.49678911898307954,3,37504,37447
77,28667,49.86573630784993,0.8985184659556816,6,28238,28237
77,30220,49.63546132145245,0.09832382539585441,6,29540,28667
77,37940,19.022274939346236,0.14584550409471836,6,37436,37424
77,37941,41.65540967129053,0.6049752774358521,6,37424,37413
77,37942,0.7477773620857951,0.13675621830489215,6,37436,28667
77,37943,0.7477773620857951,0.13675621830489215,6,37424,37436
77,37944,-1,-0.20221254509434344,6,37424,37436
77,37945,-1,-0.033460820126697065,6,30220,28667
77,37946,23.84108797101899,0.23774622430629813,6,37413,37444
77,37947,22.760944182355534,0.2241348607267627,6,37413,37436
77,37948,2.136611559115202,0.1979580457807499,6,37413,30220
77,37949,2.1277998726184055,0.1817923688885229,6,37413,37436
77,37950,1.7758777860432757,0.15886581021686003,6,30220,37413
77,37951,-1,-0.028580908802071092,6,37427,28667
77,37952,3.2622640444980044,0.15863179765878863,6,28667,28667
77,37953,-1,-0.04911906526973646,6,37427,37436
77,37954,2.949259547515256,0.1400842544894966,6,37427,28667
77,37955,-1,-0.050480760496204945,6,28667,28667
77,37956,0.9590346522275511,0.183814058304845,6,37424,37413
77,37957,-1,-0.26741619097334796,6,30220,30220
77,37958,37.61503490784847,0.3963798461291375,6,37413,37413
77,37959,0.7477773620857951,0.13675621830489215,6,37424,37444
77,37960,-1,-0.05649181552550611,6,37436,37424
77,37961,1.825749876413431,0.12541303531212228,6,37436,28667
77,37962,-1,-0.05341658451435788,6,37427,37413
77,37963,-1,-0.03783320861365978,6,37427,37427
